기간,구분,구분,계,0~4세,5~9세,10~14세,15~19세,20~24세,25~29세,30~34세,35~39세,40~44세,45~49세,50~54세,55~59세,60~64세,65~69세,70~74세,75~79세,80~84세,85~89세,90~94세,95~99세,100세 이상+
2016,합계,계,"9,811,038.50","385,053.00","386,403.50","405,306.00","550,275.50","692,438.50","742,129.50","822,248.00","803,742.50","820,610.00","835,665.00","767,411.00","772,447.00","589,943.00","439,027.50","340,549.00","237,554.50","132,134.50","61,404.50","21,243.50","4,713.50",739
2016,합계,남자,"4,818,222.50","197,416.00","198,170.00","209,285.00","284,698.50","349,087.50","367,261.00","412,027.50","403,019.50","409,736.00","413,021.00","378,407.00","370,389.50","280,846.00","207,671.50","159,588.50","104,499.50","49,224.00","17,606.50","5,105.00","1,037.50",125.5
2016,합계,여자,"4,992,816.00","187,637.00","188,233.50","196,021.00","265,577.00","343,351.00","374,868.50","410,220.50","400,723.00","410,874.00","422,644.00","389,004.00","402,057.50","309,097.00","231,356.00","180,960.50","133,055.00","82,910.50","43,798.00","16,138.50","3,676.00",613.5
2016,종로구,계,"148,331.50","4,302.00","4,830.00","5,650.00","8,293.50","11,315.00","11,742.00","10,843.50","10,128.50","11,790.50","13,128.00","12,309.50","11,863.50","9,188.50","7,027.50","6,336.50","4,833.50","2,809.50","1,309.50",482.5,127.5,20.5
2016,종로구,남자,"73,089.00","2,209.00","2,487.50","2,940.00","4,270.00","5,647.00","6,078.00","5,467.00","4,928.00","5,774.50","6,446.50","6,283.50","5,958.50","4,577.50","3,289.00","2,876.50","2,117.50","1,128.50",430,142,34,4.5
2016,종로구,여자,"75,242.50","2,093.00","2,342.50","2,710.00","4,023.50","5,668.00","5,664.00","5,376.50","5,200.50","6,016.00","6,681.50","6,026.00","5,905.00","4,611.00","3,738.50","3,460.00","2,716.00","1,681.00",879.5,340.5,93.5,16
2016,중구,계,"121,151.50","4,266.50","3,867.00","3,491.00","5,240.00","8,202.00","9,326.50","10,388.50","9,770.00","9,542.00","9,950.00","9,781.00","10,504.00","8,020.50","6,106.00","5,123.50","3,791.50","2,227.00","1,087.50",379,78.5,9.5
2016,중구,남자,"60,146.50","2,177.50","1,929.00","1,751.00","2,659.50","4,138.00","4,738.50","5,241.50","5,016.00","4,954.50","5,178.00","4,967.00","5,318.50","3,998.00","2,948.00","2,306.00","1,587.00",777,330,105.5,25.5,0.5
2016,중구,여자,"61,005.00","2,089.00","1,938.00","1,740.00","2,580.50","4,064.00","4,588.00","5,147.00","4,754.00","4,587.50","4,772.00","4,814.00","5,185.50","4,022.50","3,158.00","2,817.50","2,204.50","1,450.00",757.5,273.5,53,9
2016,용산구,계,"221,883.00","8,527.00","8,071.00","8,191.50","10,893.00","14,321.50","16,574.50","19,209.50","18,532.00","18,978.00","19,128.50","17,220.00","16,991.00","13,054.00","10,017.00","8,591.50","6,856.00","3,984.50","1,902.00",676,140,24.5
2016,용산구,남자,"107,917.50","4,397.50","4,037.00","4,193.00","5,751.50","6,953.00","8,176.00","9,552.50","9,121.50","9,473.50","9,552.50","8,574.00","8,314.00","6,245.50","4,609.50","3,822.00","2,801.50","1,510.50",592,189,45.5,6
2016,용산구,여자,"113,965.50","4,129.50","4,034.00","3,998.50","5,141.50","7,368.50","8,398.50","9,657.00","9,410.50","9,504.50","9,576.00","8,646.00","8,677.00","6,808.50","5,407.50","4,769.50","4,054.50","2,474.00","1,310.00",487,94.5,18.5
2016,성동구,계,"292,890.50","12,494.00","11,051.00","10,508.00","14,513.50","20,767.50","22,895.00","25,559.00","25,223.50","24,648.50","24,473.50","23,450.00","23,228.50","16,872.00","12,599.50","10,403.50","7,542.50","4,102.50","1,792.50",608.5,136,21.5
2016,성동구,남자,"145,183.00","6,333.50","5,613.50","5,266.00","7,333.50","10,651.00","11,556.50","12,683.50","12,841.50","12,644.50","12,370.00","11,837.00","11,655.00","8,236.00","5,951.00","4,725.00","3,232.50","1,541.00",522,157.5,29.5,3
2016,성동구,여자,"147,707.50","6,160.50","5,437.50","5,242.00","7,180.00","10,116.50","11,338.50","12,875.50","12,382.00","12,004.00","12,103.50","11,613.00","11,573.50","8,636.00","6,648.50","5,678.50","4,310.00","2,561.50","1,270.50",451,106.5,18.5
2016,광진구,계,"353,271.50","12,902.00","12,664.50","13,621.50","19,607.50","27,297.00","31,614.50","33,013.50","28,865.00","28,776.00","30,165.00","27,889.50","27,403.50","19,965.50","14,122.50","10,945.00","7,646.00","4,075.50","1,886.00",620.5,164,27
2016,광진구,남자,"172,883.50","6,642.00","6,467.00","7,018.50","10,039.50","13,333.00","15,338.50","16,394.50","14,535.50","14,252.50","14,687.50","13,732.00","13,186.50","9,603.00","6,706.50","5,246.00","3,458.00","1,478.00",576,151.5,35,2.5
2016,광진구,여자,"180,388.00","6,260.00","6,197.50","6,603.00","9,568.00","13,964.00","16,276.00","16,619.00","14,329.50","14,523.50","15,477.50","14,157.50","14,217.00","10,362.50","7,416.00","5,699.00","4,188.00","2,597.50","1,310.00",469,129,24.5
2016,동대문구,계,"350,689.50","12,872.00","12,679.00","12,594.50","17,609.00","26,337.50","27,533.00","28,075.00","27,710.00","28,013.50","28,291.50","27,022.50","28,585.50","22,462.00","17,177.00","14,545.50","10,352.50","5,506.50","2,352.00",760,185,26
2016,동대문구,남자,"175,335.00","6,644.00","6,473.50","6,448.50","8,959.50","13,250.00","14,690.50","14,523.00","14,309.00","14,656.50","14,390.50","13,636.00","13,979.50","10,863.50","8,119.00","6,705.50","4,593.00","2,144.00",708.5,192,45,4
2016,동대문구,여자,"175,354.50","6,228.00","6,205.50","6,146.00","8,649.50","13,087.50","12,842.50","13,552.00","13,401.00","13,357.00","13,901.00","13,386.50","14,606.00","11,598.50","9,058.00","7,840.00","5,759.50","3,362.50","1,643.50",568,140,22
2016,중랑구,계,"406,546.50","15,399.50","14,159.50","14,415.50","21,465.00","28,910.50","29,434.50","32,958.00","31,900.50","31,351.50","34,686.50","35,211.00","36,174.00","26,813.50","19,550.00","15,095.00","10,158.50","5,414.50","2,430.00",804,177.5,37.5
2016,중랑구,남자,"202,361.00","7,868.00","7,218.50","7,389.00","11,220.00","14,701.50","14,620.00","16,983.00","16,828.00","16,167.00","17,240.00","17,492.00","17,815.50","13,084.00","9,319.50","7,056.50","4,553.50","1,993.50",603,174,30,4.5
2016,중랑구,여자,"204,185.50","7,531.50","6,941.00","7,026.50","10,245.00","14,209.00","14,814.50","15,975.00","15,072.50","15,184.50","17,446.50","17,719.00","18,358.50","13,729.50","10,230.50","8,038.50","5,605.00","3,421.00","1,827.00",630,147.5,33
2016,성북구,계,"447,099.00","17,285.00","19,052.50","19,342.50","24,425.00","32,469.50","31,972.00","33,332.50","34,985.50","39,397.00","38,584.50","33,945.00","34,484.50","26,564.50","20,381.50","17,325.00","12,543.50","6,787.50","3,004.50",970,217,30
2016,성북구,남자,"218,628.50","8,811.00","9,817.00","9,964.50","12,392.50","15,908.50","16,137.50","16,734.50","17,388.50","19,850.00","19,430.00","16,656.50","16,521.00","12,624.50","9,329.50","7,881.50","5,429.50","2,602.00",858,243,42.5,6.5
2016,성북구,여자,"228,470.50","8,474.00","9,235.50","9,378.00","12,032.50","16,561.00","15,834.50","16,598.00","17,597.00","19,547.00","19,154.50","17,288.50","17,963.50","13,940.00","11,052.00","9,443.50","7,114.00","4,185.50","2,146.50",727,174.5,23.5
2016,강북구,계,"323,126.50","10,899.50","11,231.00","12,016.50","17,155.50","22,154.00","20,964.00","23,434.50","24,486.00","26,293.00","27,550.50","26,199.00","27,404.00","21,710.00","17,820.50","15,118.00","10,406.50","5,185.50","2,194.00",715,165,24.5
2016,강북구,남자,"158,823.00","5,604.50","5,740.50","6,225.50","8,881.00","11,220.50","10,586.00","12,251.50","12,801.00","13,574.50","13,655.00","12,864.00","13,051.00","10,074.50","7,939.00","6,804.50","4,614.00","2,077.00",654,166.5,33.5,5
2016,강북구,여자,"164,303.50","5,295.00","5,490.50","5,791.00","8,274.50","10,933.50","10,378.00","11,183.00","11,685.00","12,718.50","13,895.50","13,335.00","14,353.00","11,635.50","9,881.50","8,313.50","5,792.50","3,108.50","1,540.00",548.5,131.5,19.5
2016,도봉구,계,"345,443.50","12,404.50","13,067.50","14,152.50","20,440.50","24,492.00","22,694.00","24,333.00","24,938.00","27,340.00","30,188.00","29,096.00","30,797.00","22,935.00","16,422.00","13,334.00","9,738.50","5,476.50","2,540.50",854,168,32
2016,도봉구,남자,"169,880.50","6,452.00","6,744.50","7,238.00","10,606.00","12,735.00","11,584.50","12,530.00","12,582.50","13,510.00","14,539.00","14,007.50","14,641.50","11,209.00","7,913.50","6,251.50","4,269.00","2,010.00",804.5,209,40.5,3
2016,도봉구,여자,"175,563.00","5,952.50","6,323.00","6,914.50","9,834.50","11,757.00","11,109.50","11,803.00","12,355.50","13,830.00","15,649.00","15,088.50","16,155.50","11,726.00","8,508.50","7,082.50","5,469.50","3,466.50","1,736.00",645,127.5,29
2016,노원구,계,"565,244.50","21,330.50","23,385.50","29,095.00","40,410.00","42,417.50","34,746.00","38,560.50","41,637.50","48,816.50","53,559.50","46,159.00","44,197.50","32,404.00","22,893.50","18,070.50","13,749.50","8,242.00","3,912.00","1,335.00",284.5,38.5
2016,노원구,남자,"275,148.00","10,908.50","12,020.50","15,039.50","21,209.50","22,176.00","17,650.00","19,055.50","20,644.00","23,180.50","25,786.00","22,693.00","21,084.50","15,466.50","10,543.00","7,903.00","5,523.00","2,775.50","1,120.50",300,62,7
2016,노원구,여자,"290,096.50","10,422.00","11,365.00","14,055.50","19,200.50","20,241.50","17,096.00","19,505.00","20,993.50","25,636.00","27,773.50","23,466.00","23,113.00","16,937.50","12,350.50","10,167.50","8,226.50","5,466.50","2,791.50","1,035.00",222.5,31.5
2016,은평구,계,"486,578.50","18,857.50","19,685.00","20,429.00","27,570.00","32,447.00","32,130.50","37,507.00","39,839.00","41,985.50","41,503.50","37,797.50","38,891.50","29,782.00","23,402.50","19,185.00","13,827.50","7,252.50","3,191.00","1,066.50",200.5,28
2016,은평구,남자,"236,920.50","9,688.50","10,119.50","10,549.00","14,091.00","16,451.00","15,641.50","18,696.00","20,014.50","21,100.00","20,411.00","18,286.50","18,346.00","13,887.50","10,690.00","8,694.50","6,121.50","2,838.00",979.5,270,40.5,4.5
2016,은평구,여자,"249,658.00","9,169.00","9,565.50","9,880.00","13,479.00","15,996.00","16,489.00","18,811.00","19,824.50","20,885.50","21,092.50","19,511.00","20,545.50","15,894.50","12,712.50","10,490.50","7,706.00","4,414.50","2,211.50",796.5,160,23.5
2016,서대문구,계,"306,663.00","11,431.00","11,010.00","12,044.50","16,437.00","23,329.50","23,763.50","23,747.50","23,273.50","25,007.50","26,217.00","23,868.00","23,678.50","17,824.50","14,220.00","12,468.00","9,747.00","5,349.50","2,288.00",781.5,158.5,18.5
2016,서대문구,남자,"149,095.00","5,916.00","5,619.00","6,112.50","8,335.50","11,577.00","11,963.00","11,883.00","11,706.00","12,507.00","12,970.50","11,700.50","11,416.00","8,383.50","6,341.50","5,479.00","4,180.00","2,054.00",716.5,197.5,33.5,3.5
2016,서대문구,여자,"157,568.00","5,515.00","5,391.00","5,932.00","8,101.50","11,752.50","11,800.50","11,864.50","11,567.50","12,500.50","13,246.50","12,167.50","12,262.50","9,441.00","7,878.50","6,989.00","5,567.00","3,295.50","1,571.50",584,125,15
2016,마포구,계,"376,341.50","15,782.00","15,295.50","14,940.50","18,649.00","26,227.00","31,415.00","36,588.50","34,015.00","34,062.00","31,052.00","26,870.50","26,030.00","19,199.50","14,807.00","12,857.00","9,607.50","5,493.00","2,432.00",804,181,33.5
2016,마포구,남자,"180,619.50","8,042.00","7,810.50","7,592.50","9,459.00","12,564.00","14,616.50","17,623.00","16,606.50","16,948.50","15,472.00","13,161.50","12,422.50","8,920.50","6,490.00","5,636.00","4,146.00","2,062.50",789,204,46.5,6.5
2016,마포구,여자,"195,722.00","7,740.00","7,485.00","7,348.00","9,190.00","13,663.00","16,798.50","18,965.50","17,408.50","17,113.50","15,580.00","13,709.00","13,607.50","10,279.00","8,317.00","7,221.00","5,461.50","3,430.50","1,643.00",600,134.5,27
2016,양천구,계,"475,845.50","17,461.00","21,214.50","26,317.00","35,102.50","34,679.00","29,688.50","33,023.50","34,617.50","41,398.50","46,893.00","40,995.00","37,240.50","27,138.50","18,675.00","13,069.00","9,113.00","5,366.00","2,715.50",913,190.5,34.5
2016,양천구,남자,"235,292.50","8,976.50","10,914.00","13,778.50","18,633.00","18,223.00","14,749.00","16,584.00","16,822.50","19,371.00","22,864.50","20,739.00","18,223.50","13,299.50","9,326.00","6,226.00","3,786.00","1,802.00",726.5,201,43.5,3.5
2016,양천구,여자,"240,553.00","8,484.50","10,300.50","12,538.50","16,469.50","16,456.00","14,939.50","16,439.50","17,795.00","22,027.50","24,028.50","20,256.00","19,017.00","13,839.00","9,349.00","6,843.00","5,327.00","3,564.00","1,989.00",712,147,31
2016,강서구,계,"585,425.00","26,737.00","23,760.00","23,577.00","31,010.50","39,675.50","44,552.50","54,143.50","52,199.00","48,509.50","45,722.50","44,334.50","47,370.50","35,978.00","25,621.00","17,681.00","12,018.00","7,261.50","3,678.00","1,270.00",282.5,43
2016,강서구,남자,"285,641.00","13,577.50","12,187.50","12,059.00","15,898.00","19,859.50","21,233.50","27,329.00","26,656.50","24,537.50","22,388.50","21,069.00","22,232.00","16,841.50","12,415.50","8,544.00","4,980.50","2,481.50",967,303.5,73,7
2016,강서구,여자,"299,784.00","13,159.50","11,572.50","11,518.00","15,112.50","19,816.00","23,319.00","26,814.50","25,542.50","23,972.00","23,334.00","23,265.50","25,138.50","19,136.50","13,205.50","9,137.00","7,037.50","4,780.00","2,711.00",966.5,209.5,36
2016,구로구,계,"415,281.50","19,458.00","17,747.00","15,703.50","20,430.50","26,752.00","29,614.50","36,428.50","37,205.50","34,842.50","32,633.50","31,338.50","33,407.00","26,550.50","20,207.00","14,811.00","9,824.50","5,177.50","2,260.50",708.5,157.5,23.5
2016,구로구,남자,"206,504.50","9,842.00","8,997.50","8,193.00","10,582.50","13,487.50","14,454.50","18,405.50","19,187.00","18,313.50","16,436.50","15,540.00","15,982.50","12,607.50","9,987.50","7,248.50","4,465.50","1,968.50",622,149.5,31,2.5
2016,구로구,여자,"208,777.00","9,616.00","8,749.50","7,510.50","9,848.00","13,264.50","15,160.00","18,023.00","18,018.50","16,529.00","16,197.00","15,798.50","17,424.50","13,943.00","10,219.50","7,562.50","5,359.00","3,209.00","1,638.50",559,126.5,21
2016,금천구,계,"231,819.00","8,419.00","7,702.50","8,127.50","11,886.00","16,222.50","18,093.00","19,112.50","17,704.50","18,066.00","19,981.00","20,522.00","20,329.50","15,258.50","11,303.50","8,662.50","5,656.00","2,986.00","1,271.50",405.5,97.5,12
2016,금천구,남자,"117,960.50","4,289.00","3,944.00","4,110.50","6,160.00","8,345.50","9,668.00","10,504.00","9,566.00","9,415.50","10,138.00","10,420.00","10,164.50","7,443.50","5,533.50","4,145.50","2,543.00","1,122.50",334,91,19,3.5
2016,금천구,여자,"113,858.50","4,130.00","3,758.50","4,017.00","5,726.00","7,877.00","8,425.00","8,608.50","8,138.50","8,650.50","9,843.00","10,102.00","10,165.00","7,815.00","5,770.00","4,517.00","3,113.00","1,863.50",937.5,314.5,78.5,8.5
2016,영등포구,계,"367,014.00","15,381.50","13,553.50","12,690.50","17,232.50","23,772.50","30,175.00","34,793.00","31,715.50","29,963.00","29,213.50","28,064.50","29,188.00","22,393.00","17,354.00","13,334.50","9,503.00","5,447.00","2,240.00",804.5,178,17
2016,영등포구,남자,"183,146.00","7,873.50","6,938.50","6,715.00","8,982.50","11,760.00","14,526.00","17,866.50","16,335.00","15,654.00","14,936.00","14,329.00","14,319.50","10,910.00","8,380.00","6,269.50","4,244.00","2,182.50",667.5,214.5,37.5,5
2016,영등포구,여자,"183,868.00","7,508.00","6,615.00","5,975.50","8,250.00","12,012.50","15,649.00","16,926.50","15,380.50","14,309.00","14,277.50","13,735.50","14,868.50","11,483.00","8,974.00","7,065.00","5,259.00","3,264.50","1,572.50",590,140.5,12
2016,동작구,계,"395,233.50","15,974.00","15,068.50","14,461.50","19,181.00","29,050.00","34,061.50","36,107.50","33,834.00","32,111.00","30,486.00","28,813.50","30,084.00","23,422.50","18,545.50","14,590.50","10,162.50","5,649.00","2,524.00",877.5,203,26.5
2016,동작구,남자,"193,602.50","8,256.00","7,814.50","7,513.50","9,855.00","14,647.50","16,974.00","18,213.00","17,059.00","16,455.00","15,019.00","13,807.00","13,964.00","10,945.00","8,448.50","6,899.00","4,524.50","2,185.00",762.5,211.5,44.5,4.5
2016,동작구,여자,"201,631.00","7,718.00","7,254.00","6,948.00","9,326.00","14,402.50","17,087.50","17,894.50","16,775.00","15,656.00","15,467.00","15,006.50","16,120.00","12,477.50","10,097.00","7,691.50","5,638.00","3,464.00","1,761.50",666,158.5,22
2016,관악구,계,"500,389.50","16,950.00","15,431.50","15,504.00","21,840.50","39,146.00","56,161.50","52,764.50","42,961.50","39,274.00","36,627.00","34,503.00","36,050.00","29,373.00","23,792.00","18,530.00","12,103.00","5,792.00","2,544.50",838.5,173,30
2016,관악구,남자,"252,543.00","8,660.50","7,960.00","7,998.00","11,230.00","18,934.50","29,218.00","28,783.50","23,234.00","21,366.50","18,829.00","17,072.50","16,923.00","13,524.00","11,099.00","8,846.50","5,657.50","2,280.50",718.5,175.5,29.5,2.5
2016,관악구,여자,"247,846.50","8,289.50","7,471.50","7,506.00","10,610.50","20,211.50","26,943.50","23,981.00","19,727.50","17,907.50","17,798.00","17,430.50","19,127.00","15,849.00","12,693.00","9,683.50","6,445.50","3,511.50","1,826.00",663,143.5,27.5
2016,서초구,계,"439,368.50","19,691.50","22,073.00","22,610.00","26,928.50","28,115.00","30,702.00","36,400.00","38,449.00","40,813.50","39,593.00","31,508.00","30,262.00","23,989.50","18,141.00","13,143.50","8,310.50","4,796.50","2,537.00","1,017.00",238,50
2016,서초구,남자,"210,997.50","10,130.00","11,275.00","11,543.00","13,860.00","13,967.00","14,302.00","16,763.50","17,697.50","19,224.00","19,416.00","15,563.00","14,173.50","11,126.00","8,504.00","6,517.00","3,989.00","1,917.50",711,254.5,55,9
2016,서초구,여자,"228,371.00","9,561.50","10,798.00","11,067.00","13,068.50","14,148.00","16,400.00","19,636.50","20,751.50","21,589.50","20,177.00","15,945.00","16,088.50","12,863.50","9,637.00","6,626.50","4,321.50","2,879.00","1,826.00",762.5,183,41
2016,강남구,계,"560,257.00","20,984.50","23,035.50","27,129.50","38,918.50","39,021.50","42,383.50","49,005.00","47,768.00","48,553.50","52,773.00","42,971.00","38,330.00","30,519.00","22,494.00","15,851.50","10,000.50","5,756.50","3,125.50","1,274.00",312.5,50
2016,강남구,남자,"268,352.50","10,826.00","11,847.50","14,234.00","20,568.50","19,630.00","19,495.00","22,438.00","22,049.00","22,168.00","25,115.00","21,429.00","18,083.00","13,933.50","10,595.00","7,884.00","4,706.50","2,159.50",815.5,298.5,68.5,8.5
2016,강남구,여자,"291,904.50","10,158.50","11,188.00","12,895.50","18,350.00","19,391.50","22,888.50","26,567.00","25,719.00","26,385.50","27,658.00","21,542.00","20,247.00","16,585.50","11,899.00","7,967.50","5,294.00","3,597.00","2,310.00",975.5,244,41.5
2016,송파구,계,"650,062.00","27,620.50","28,560.00","29,882.00","38,848.00","44,411.00","48,165.00","56,837.00","55,774.00","55,428.50","55,718.00","50,740.50","51,151.00","39,205.00","26,379.00","17,927.50","11,464.00","6,883.00","3,440.00","1,303.50",276,48.5
2016,송파구,남자,"316,746.00","14,186.00","14,683.00","15,466.50","19,830.00","22,634.00","23,166.00","27,280.50","26,804.00","26,768.50","27,219.50","24,673.50","24,134.00","18,908.00","13,222.00","8,878.50","5,145.00","2,450.50",930,301.5,55.5,9.5
2016,송파구,여자,"333,316.00","13,434.50","13,877.00","14,415.50","19,018.00","21,777.00","24,999.00","29,556.50","28,970.00","28,660.00","28,498.50","26,067.00","27,017.00","20,297.00","13,157.00","9,049.00","6,319.00","4,432.50","2,510.00","1,002.00",220.5,39
2016,강동구,계,"445,082.50","17,623.00","18,208.50","18,811.00","26,188.50","30,906.00","31,727.50","36,082.50","36,210.00","35,648.50","37,546.50","36,802.00","38,801.50","29,320.00","19,969.00","13,550.00","8,599.00","5,113.00","2,746.50",975,222,32.5
2016,강동구,남자,"221,406.00","9,105.00","9,511.00","9,946.50","13,891.00","16,293.50","16,098.00","18,241.50","18,286.50","17,869.00","18,530.50","17,874.00","18,480.00","14,134.00","9,971.50","6,742.50","3,832.00","1,682.50",668.5,202.5,37,9
2016,강동구,여자,"223,676.50","8,518.00","8,697.50","8,864.50","12,297.50","14,612.50","15,629.50","17,841.00","17,923.50","17,779.50","19,016.00","18,928.00","20,321.50","15,186.00","9,997.50","6,807.50","4,767.00","3,430.50","2,078.00",772.5,185,23.5
